IntegralRankCurrencyName_1300001|元宝榜
Boss21|%s转开启
Boss22|月卡至尊
Boss23|购买月卡开启
Boss24|前往激活
Boss25|挑战
Boss26|挑战次数:%s%s#end
Boss27|复活时间：#G
Boss28|Boss正在复活中
Boss29|挑战次数不足
Boss30|奖励已全部领取
Boss31|积分不足
Boss32|每日24点重置，请及时领奖
Boss33|悬赏令：#G%s/%s#end
Boss34|积分奖励：#G%s#end
Boss35|接取悬赏
Boss36|前往
Boss37|免费刷新次数：%s/2
Boss38|已达最高品质，不可再提品
Boss39|拥有SVIP特权免费一键传说次数，本次免费
Boss40|是否花费#G%s元宝#end提升悬赏品质为%s
Boss41|当前未接取悬赏任务
Boss42|任务品质将自动掉到最低一档，是否放弃？
Boss43|刷新次数已用完
Boss44|您当前的品质已达%s是否还要刷新？
Boss45|已达最高悬赏品质，不可刷新
Boss46|已达最高品质，不可再提品
Boss47|传说
Boss48|是否消耗一张#G%s#end增加1次挑战次数？\n可使用次数#G(%s/%s)#end
Boss49|是否花费#G%s元宝#end购买1次挑战次数？\n今日剩余购买次数#G(%s/%s)#end
Boss50|今日购买次数已用完
Boss51|已达最大挑战次数，无法购买
Boss52|悬赏目标：击杀 
Boss53|奖励品质：
Boss54|悬赏奖励：
Boss55|#G%s#end应召前来协助共战悬赏BOSS
Boss56|组队可贡献任务品质
Boss57|与战队队友组队可额外提高稀有爆率
Boss58|战队增益:
Boss59|组队增益:
Boss60|稀有掉率+%s%
Boss61|伤害增益+%s%
Boss62|只有战队队友可进入
Boss63|挑战次数:%s%s#end
Boss64|BOSS复活时间：
Boss65|可挑战次数不足
Boss66|BOSS正在复活中
Boss67|%s转并%s%s\n可挑战
Boss68|%s转至尊BOSS
Boss69|上轮第一：
Boss70|伤害奖励
Boss71|归属奖励
Boss72|参与击杀有几率掉落极品奖励
Boss73|伤害最高玩家所在队伍掉率翻倍
Boss74|造成%s伤害可领取
Boss75|已领取
Boss76|领取
Boss77|我的排名：%s
Boss78|我的排名：未上榜
Boss79|我的伤害:%s
Boss80|我的宗门：%s
Boss81|个人排行
Boss82|世界排行
Boss83|排名
Boss84|伤害
Boss85|奖励
Boss86|积分达到%s可领取
Boss87|排名达到第%s名可领取
Boss88|宗门排名达到第%s名可领取
Boss89|个人排名达到第%s名可领取
Boss90|材料不足，是否自动从商店购买？
Boss91|本次登录不再提示
Boss92|今日支援次数：%s%s/%s#end
Boss93|是否召唤传说异域boss？
Boss94|使用传说召唤
Boss95|自动召唤
Boss96|1.拥有召唤券即可召唤异域BOSS，每个服务器最多存在5个异域BOSS\n2.召唤时随机生成不同种类的BOSS，每个异域BOSS的最大存活时间为30分钟\n3.异域BOSS归属权不可争夺，永久属于召唤者\n4.进入本服异域BOSS每天最大次数为20，进入跨服异域BOSS需要消耗突袭券
Boss97|未上榜
Boss98|击杀人数达到5次即可上榜，每天击杀榜前10名会获得丰厚的排名奖励，屠戮榜在每天0点清空。
Boss99|死亡次数达到5次即可上榜，每天死亡榜前10名会获得丰厚的排名奖励，屠戮榜在每天0点清空。
Boss100|击杀人数：
Boss101|死亡次数：
Boss102|击杀%s个异域BOSS%s(%s/%s)#end
Boss103|召唤排行
Boss104|击杀排行
Boss105|奖励在每周一通过邮件发放
Boss106|我的排行：%s
Boss107|积分：%s
Boss108|\n召唤次数：
Boss109|\n击杀次数：
Boss110|支援人数
Boss111|突袭人数
Boss112|击杀人数
Boss113|剩余时间
Boss114|召唤者：#G%s#end
Boss115|BOSS类型：%s%s%s#end\n
Boss116|支援人数：#G%s/%s#end\n
Boss117|突袭人数：#G%s/%s#end\n
Boss118|支援
Boss119|突袭
Boss120|当前挑战
Boss121|%s玩家成功召唤了%s异域BOSS
Boss122|%s已激活五行幻境——荒神界
Boss123|成功召唤帮手
Boss124|%s万
Boss125|%s亿
Boss126|悬赏倒计时
Boss127|以当周最高连胜次数为排名依据，周结算后榜单清零重新计算
Boss128|上期排名奖励
Boss129|自动购买
BossQuality_0|普通
BossQuality_1|优良
BossQuality_2|精英
BossQuality_3|史诗
BossQuality_4|传说
BuddyGift_1|%s进阶到%s阶奖励
BuddyGift_2| 消耗%s仙玉即可三倍领取道具#G远低于商城单价！#end 每阶仅一次！领取就省钱！领到就是赚到！
BuddyGift_3|三倍领取
BuddyGift_4|直接领取
BuddyGift_5|进阶豪礼
chat_txgz|天香阁主：
chat_tsdz|天神殿主：
chat_tlgz|天灵阁主：
chat_tjzz|天机至尊：
chat_xyxl|仙缘侠侣：
chat_fszs|封神之势：
chat_sbrz|神兵认主
chat_ys_fire|火神
chat_ys_water|水神
chat_ys_tree|木神
chat_ys_gold|金神
chat_ys_soil|土神
chat_king_name0|英勇青铜Ⅲ
chat_king_name1|英勇青铜Ⅱ
chat_king_name2|英勇青铜Ⅰ
chat_king_name3|不屈白银Ⅲ
chat_king_name4|不屈白银Ⅱ
chat_king_name5|不屈白银Ⅰ
chat_king_name6|荣耀黄金Ⅲ
chat_king_name7|荣耀黄金Ⅱ
chat_king_name8|荣耀黄金Ⅰ
chat_king_name9|尊贵铂金Ⅲ
chat_king_name10|尊贵铂金Ⅱ
chat_king_name11|尊贵铂金Ⅰ
chat_king_name12|璀璨钻石Ⅲ
chat_king_name13|璀璨钻石Ⅱ
chat_king_name14|璀璨钻石Ⅰ
chat_king_name15|最强王者Ⅲ
chat_king_name16|最强王者Ⅱ
chat_king_name17|最强王者Ⅰ
chat_sch_post0|盟主
chat_sch_post1|太上长老
chat_sch_post2|长老
chat_sch_post3|成员
chat_team_post0|队长
chat_team_post1|队员
chat_qxpb|取消屏蔽成功
chat_pb|屏蔽成功
chat_pbzj|不能屏蔽自己
chat_pbym|屏蔽人数已满
chat_wjrzd|未加入战队
chat_jhkq|结婚开启
chat_no_sys|系统频道不能发消息
chat_no_cyf|传音符数量不足
chat_no_act_equip|还未激活装备
chat_vip2_limit|VIP2级以上可使用
chat_info_tip0|无师自通，天之骄子，出道即巅峰
chat_info_tip1|闲云野鹤，逍遥自在，\n暂无开宗立派收徒之打算
chat_info_tip2|元神功能未开启
chat_info_title0|荣耀勋章
chat_info_title1|传奇事迹
chat_info_title2|特殊装备
chat_info_title3|核心装备
chat_info_title4|师从门派
chat_info_title5|创立门派
chat_info_power|战力：%s
chat_info_lv|等级：%s
chat_info_imm|境界：%s
chat_info_renown|声望：%s
chat_info_school0|宗门：暂无
chat_info_school1|宗门：%s（%s级宗门）
chat_info_partner|仙侣：%s
chat_info_team0|战队：暂无
chat_info_team1|战队：%s（%s级战队）
chat_info_feisheng|飞升：%s
chat_info_king|王者争霸：%s
chat_info_sch_post|宗门职位：%s
chat_info_team_post|战队职位：%s
chat_info_none|暂无
chat_info_times0|%s%s%s次#end
chat_info_times1|%s%s次#end
chat_sys_render|系统：
chat_pbgg|屏蔽广告
chat_pbdj|屏蔽150级以下发言
chat_ycgg|今日隐藏卷轴公告
chat_no_rein|转生：未转生
chat_rein|转生：%s转%s重
chat_black_limit|屏蔽上限：#G%s/%s#end
chat_vip_limit|%s级或%s前，只能发送快捷语
chat_time_limit|聊天间隔不能小于%s秒
chat_face_limit|发送表情间隔不能超过%s秒
chat_eq_name|%s转%s【%s星】
CityWarStateText_1|即将开始
CityWarStateText_2|进行中
CityWarStateText_3|已结束
CollectEquip_1|汇聚魔炎
CollectEquip_2|献祭魔神
CollectEquip_3|一念成魔
CollectEquip_4|卓越神装
CollectEquip_5|收集进度:
CollectEquip_6|集齐3星卓越套餐效果：
CollectEquip_7|激活
CollectEquip_8|第%s阶段: %s
CollectEquip_9|第%s阶段奖励
CollectEquip_10|您已成为SVIP7，可直接领奖
cro_world_times|#Y挑战次数：#end%s%s#end
cro_world_time0|#GBOSS已复活#end
cro_world_time1|活动开启时间：%s
cro_world_time2|BOSS复活时间：%s
cro_world_rew|上期排名奖励
cro_god_tip0|1.新服每周%s、周%s开启，活动时间为%s:%s-%s:%s\n2.随机分配阵容，活动内，玩家也可自动改变阵容\n3.无论胜负，参与者都会获得丰厚奖励\n4.每次参与需要消耗一张“入场券
cro_god_tip1|#R下周%s%s时%s分开始#end
cro_god_tip2|#R本周%s%s时%s分开始#end
cro_god_tip3|#G结束倒计时：%s#end
cro_god_tip4|死亡状态无法释放技能
cro_god_tip5|技能点不足
cro_god_skill0|双倍积分
cro_god_skill1|三倍输出
cro_god_skill2|改变阵营
cro_god_skill3|十倍输出
cro_god_skill4|十秒无敌
cro_god_title0|阵营贡献榜
cro_god_title1|归属阵营
cro_god_title2|个人信息
cro_god_title3|活动结束倒计时
cro_god_title4|已积攒功勋
cro_god_title5|积分贡献：%s
cro_god_title6|击败人数：%s
cro_god_title7|击杀数
cro_god_title8|累计积分
cro_god_title9|个人排行奖励
cro_god_title10|阵营贡献奖励
cro_god_title11|阵营胜利奖励
cro_god_title12|阵营失败奖励
cro_god_power|%s万
cro_shenmu_tip0|相同的阵法无法叠加，请合理搭配
cro_shenmu_tip1|战斗阶段不可更换阵法
cro_shenmu_tip2|该阵法尚未激活
cro_shenmu_tip3|灵珠3星可使用
cro_shenmu_tip4|创建（神墓历险）自由队伍
cro_shenmu_tip5|相同阵法无法叠加，请合理搭配。
cro_shenmu_tip6|该玩家阵法不生效
cro_shenmu_tip7|规定时间内生存即可通关，击杀BOSS可获得额外奖励
cro_shenmu_master|%s的师门
cro_shenmu_best|最强师门
cro_shenmu_room|房间：%s/%s
cro_star_tip0|%s秒后星宿将降临，请各位玩家做好准备
cro_star_tip1|（活动为高对抗性活动，组队会获得更大的优势）
cro_star_tip2|%s邀请你加入二十八星宿挑战队伍？
cro_star_tip3|万#G自动同意#end申请
cro_star_tip4|只有队长可操作
cro_star_tip5|幸运队伍尚未产生
cro_star_tip6|点击头像可发起进攻
cro_star_tip7|击败上方所有人员，可抢夺成为幸运队伍
cro_star_tip8|1.每天9:30-23:30，每2小时开启一次\n2.玩家在跨服组队，共同挑战BOSS赢取丰富奖励\n3.每天有3次奖励次数，没有奖励次数时，可使用星宿奖励卷继续获得奖励
cro_star_tip9|boss已死亡
cro_star_tip10|奖励次数已用完，无法进入活动
cro_star_tip11|点击图标即可使用药品
cro_star_tip12|请组队前往
cro_star_tip13|伤害排名第%s队伍奖励
cro_star_tip14|造成伤害：%s万
cro_star_tip15|伤害：%s万
cro_star_btn0|申请列表
cro_star_btn1|宗门喊话
cro_star_btn2|本服队伍
cro_star_btn3|跨服队伍
cro_star_btn4|刷新(%s)
cro_star_btn5|我的队伍
cro_star_btn6|幸运奖励
cro_star_gold|%s元宝
cro_star_hurt0|伤害：0
cro_star_hurt1|伤害：%s万
cro_star_msg|%s的队伍\n队长战力：%s\n战队：%s\n人数：%s%s/%s#end
cro_star_show|玩法说明
cro_star_surplus|活动剩余时间
cro_star_times|今天剩余奖励次数：%s%s/%s#end
cro_star_rew_times|奖励次数：%s
cro_star_cnt|星宿奖励卷：%s%s张#end
cro_star_open|下次开启时间
cro_modi_tip0|%s使用了"%s"
cro_modi_tip1|排名达到第%s名可领取
cro_modi_tip2|最多可持有5个符咒
cro_modi_tip3|最多可勾选5个符咒
cro_modi_tip4|战斗开始则不可购买，本层挑战即将开始：#R%ss#end
cro_modi_tip5|注：组队挑战会获得额外输出加成\n注：组队能挑战更高层次\n注：组队能够针对每层BOSS进行阵容搭配\n注：点击输入框可手动输入战力，以万为单位
cro_modi_tip6|队伍战力需求
cro_modi_tip7|创建（魔帝陵园）自由队伍
cro_modi_tip8|此为高难度副本，队伍人数未满，确定现在开始挑战？
cro_modi_tip9|挑战开始倒计时：
cro_modi_tip10|请抓紧前往符咒商店购买符咒，挑战期间不可购买
cro_modi_tip11|使用符文能够获得额外的效果，每层只可购买使用5种符文
cro_modi_tip12|请输入内容
cro_modi_tip13|每种符咒每层限购1次（本层未使用，下层依然可用）
cro_modi_layer|%s层
cro_modi_layer1|BOSS奖励：%s层
cro_modi_type|助战模式
cro_modi_record|累计通关
cro_modi_auto|满员自动开始
cro_modi_best|个人最佳纪录：#G%s层#end
cro_modi_day_rew|今日奖励次数：%s%s/%s#end
cro_baifu_tip0|恭喜您在第%s届百服大战第%s日赛程内获得第%s名
cro_baifu_tip1|%s在第%s届百服大战第%s日赛程内总积分为第%s名
cro_baifu_tip2|个人排名前三
cro_baifu_tip3|第%s届百服大战\n冠军服
cro_baifu_tip4|挑战次数不足
cro_baifu_tip5|是否花费#G%s仙玉#end购买1次挑战次数？\n可购买次数#G(%s/%s)#end
cro_baifu_tip6|#G正在进行中#end
cro_baifu_tip7|#G正在挑战#end
cro_baifu_tip8|成功击败排名玩家可获得额外积分奖励
cro_baifu_tip9|排名达到第%s名可领取
cro_baifu_tip10|匹配到对手后，若选择放弃默认失败
cro_baifu_tip11|暂无排行
cro_baifu_damage0|#G%s胜#end#R%s负#end#G共%s分#end
cro_baifu_damage1|#G%s分#end
cro_baifu_damage2|#G击杀%s共%s分#end
cro_baifu_damage3|#Y%s分#end
cro_baifu_damage4|#G%s击杀，#end#Y共%s分#end
cro_baifu_damage5|我的战绩：%s胜%s负 共%s分
cro_baifu_damage6|#G%s胜#end #R%s负#end
cro_baifu_damage7|还可挑战#G%s/%s#end次
cro_baifu_title0|上期排行
cro_baifu_title1|首日战况排行
cro_baifu_title2|次日战况排行
cro_baifu_title3|决赛赛况排行
cro_baifu_title4|活动结束倒计时
cro_baifu_title5|区服当前排名
cro_baifu_title6|下轮任务倒计时
cro_baifu_title7|下轮BOSS复活
cro_baifu_title8|首日结算
cro_baifu_title9|次日结算
cro_baifu_title10|决赛结算
cro_baifu_title11|第%s届百服大战·%s
cro_baifu_title12|个人累计获取积分
cro_baifu_title13|个人战绩
cro_baifu_title14|玩家战力
cro_baifu_title15|积分排行榜
cro_baifu_title16|我的层数：%s层
cro_baifu_school0|我的宗门：%s
cro_baifu_school1|宗门总分：%s
cro_baifu_school2|宗门得分：%s
cro_baifu_school3|我的得分：%s
cro_baifu_rule0|在活动时间内，匹配他服高手对决，胜利将为本服赢得积分；首日赛程内，玩家拥有10次挑战次数，也可额外购买10次
cro_baifu_rule1|在活动时间内，进行BOSS抢夺击杀BOSS与抢夺排名可获得积分，击败他服玩家可获得额外积分
cro_baifu_rule2|在活动时间内，进入大乱斗场景内，每人拥有3次复活机会，每个玩家仅可参与1场，计入总分
cro_baifu_rule3|1.总积分排名第一的区服全员将获得“最强区服”称号\n2.每届赛事内，获得最高积分的前三人可获得“大战霸主”永久称号\n3.每周举行1届比赛，“周五至周日”
cro_baifu_btn0|巅峰八强
cro_baifu_btn1|最佳小队
cro_baifu_day0|本周日
cro_baifu_day1|本周%s
cro_baifu_session|第%s届百服大战·%s
cro_baifu_confirm|确认(%s)
cro_baifu_leave|离开(%s)
cro_baifu_wait|等待复活
cro_baifu_btn|查看本日区服排名
cro_baifu_record|我的战绩：#G%s胜#end#R%s负#end
cro_baifu_msg|#Y%s#end击杀#R%s#end\n可获得#G额外50%积分#end奖励
cro_baifu_times|次数:%s/%s
cro_baifu_headmaster|掌门:%s
Daily_1|可找回%s次
Daily_2|%s点
Daily_3|%s次
Daily_4|野外击败%s波怪物的奖励
Daily_5|SVIP%s半价找回
Daily_6|未达到条件
Daily_7|已达到最大等级
Daily_8|没有可找回资源
Daily_9| %s可找回#G%s#end次
Daily_10|#G%s#end元宝(找回 %s 次)
Daily_11|次数为0不可找回
Daily_12|累计%s点活跃值，可领取
Daily_13|已领取
Daily_14|满足条件后可以领取
Daily_15|#W当前已增加#end#G%s%#end
Daily_16|#W1、#end#G全天开放#end#W每日0点刷新挑战次数#end
Daily_17|#W2、击杀越多怪物，获得越多经验\n3、#end#GSVIP8#end#W可快速扫荡\n4、扫荡读取玩家#end#G最佳击杀记录#end#W给予奖励#end
Daily_18|未达到SVIP8，无法进行快速扫荡
Daily_19|挑战次数不足!
Daily_20|暂无最佳记录!
Daily_21|是否花费%s仙玉进行快速扫荡镇守天门\n（扫荡可直接获得当前最佳记录奖励）
Daily_22|共%s只
Daily_23|今日挑战次数%s/%s
Daily_24|是否花费#G%s元宝#end购买一次挑战次数？\n今日剩余购买次数#G(%s/%s)
Daily_25|购买次数已达上限
Daily_26|确定(%s)
Daily_27|万
Daily_28|#G比最高记录提升#end#W%s只#end
Daily_29|第%s波
Daily_30|第%s层
Daily_31|通关#G%s层#end获得
Daily_32|推荐战力%s
Daily_33|即将开启更多挑战，敬请期待
Daily_34|今日扫荡次数已使用
Daily_35|通关10层后开启扫荡
Daily_36|扫荡至#G第%s层#end可获得以下奖励
Daily_37|消耗%s
Daily_38|可扫荡次数不足
Daily_39|每日修炼
Daily_40|材料副本
Daily_41|组队副本
Daily_42|修仙挑战
Daily_43|镇守天门
Daily_44|消耗#G%s#end元宝一键完成降妖除魔任务
Daily_45|没有可完成的降妖除魔任务
Daily_46|当前波数#G%s#end/%s
Daily_47|未达到过100关，无法进行快速扫荡
Daily_48|未达到SVIP8，无法进行快速扫荡
Daily_49|挑战次数不足!
Daily_50|是否花费%s仙玉进行快速扫荡组队副本\n（扫荡可直接获得100关奖励）
Daily_51|%s关
Daily_52|最高记录：#W%s#end\n记录保持：#W%s#end\n我的记录：#G%s#end
Daily_53|挑战次数#G%s/%s#end
Daily_54|#G%s#end后恢复一次
Daily_55|没有可扫荡关卡!
Daily_56|敬请期待!
Daily_57|推荐战力%s
Daily_58|%s层
Daily_59|#O当前挑战#end
Daily_60|#H未通关#end
Daily_61|#B已通关#end
Daily_62|当前SVIP等级不足，是否前往提升？
Daily_63|%s副本
Daily_64|明日双倍：
Daily_65|伏魔塔
Daily_66|深渊剑冢
Daily_67|修仙挑战
Daily_68|#G%s层#end后获抽奖机会
Daily_69|今日扫荡：%s/%s
Daily_70|推荐战力：%s
Daily_71|暂时无法查看排行
Daily_72|即将开启更多抽奖，敬请期待
Daily_73|当前层数无法扫荡
Daily_74|今日购买次数已用完
Daily_75|元宝不足
Daily_76|找回
Daily_77|前往
Daily_78|活跃升级奖励
Daily_79|名称
Daily_80|次数
Daily_81|修为值奖励
Daily_82|资源找回
Daily_83|修为找回
Daily_84|每次鼓舞可增加角色10%伤害（上限100%）
Daily_85|鼓舞
Daily_86|获得奖励
Daily_87|获得经验：
Daily_88|确定
Daily_89|击杀最佳记录
Daily_90|挑战
Daily_91|快速扫荡
Daily_92|一键完成
Daily_93|领取
Daily_94|确认
Daily_95|剩余时间
Daily_96|当前挑战
Daily_97|扫荡
Daily_98|通关排行
Daily_99|规则说明
Daily_100|1.组成3人队伍挑战，伤害第一额外获MVP奖励\n2.在3分钟内击杀越多敌人，获得越多战利品\n3.达到过100关的SVIP8玩家，可进行快速扫荡
Daily_101|物品掉落
Daily_102|快速加入
Daily_103|敬请期待
Daily_104|第
Daily_105|层
Daily_106|副本收益：
Daily_107|升星
Daily_108|挑战次数%s
Daily_109|1.材料副本难度根据角色战力解锁\n2.当前难度：
Daily_110|普通
Daily_111|困难
Daily_112|炼狱
Daily_113|\n3.下级难度战力：#G%s#end\n4.难度越高副本收益越高
Daily_114|SVIP1开启一键扫荡
Daily_115|一键扫荡
Daily_116|一键购买
DefendAttr_0|
DefendAttr_1|木
DefendAttr_2|土
DefendAttr_3|金
DefendAttr_4|水
DefendAttr_5|火
Tab_Shengxing|升星
Tab_Qianghua|强化
Tab_Zhuling|铸灵
Tab_Baoshi|宝石
Tab_Fumo|附魔
Tab_Jinglian|精炼
Tab_Shenhua|神化
Tab_Qiling|启灵
Tab_Dazao|打造
EquipOpen|开启
PreShen|神·
PreEquip|装备·
ShenZhuan|神转
EquipCond|装备条件：
ShenhuaCur|当前
EquipMaterial|材料
EquipZhuoyue|卓越
EquipZhuoyueAttr|卓越属性
EquipJipin|极品
EquipPreView|预览
EquipNeedCl|所需材料
EquipClNotEnough|材料不足
EquipZhuanLv|%s转装备
EquipSuitEft|%s件套装效果：(%s)
ZhuoyueSuitLv|卓越套装(%s级)
ZhuoyueSuitTip|"角色-神装-精炼"查看详情			
EquipSuitNum|%s件效果：
